Tech node (nm), Capacity (bytes), Number of banks, Associativity, Output width (bits), Access time (ns), Random cycle time (ns), Dynamic search energy (nJ), Dynamic read energy (nJ), Dynamic write energy (nJ), Standby leakage per bank(mW), Area (mm2), Ndwl, Ndbl, Nspd, Ndcm, Ndsam_level_1, Ndsam_level_2, Data arrary area efficiency %, Ntwl, Ntbl, Ntspd, Ntcm, Ntsam_level_1, Ntsam_level_2, Tag arrary area efficiency %, 
32, 16, 8, 1, 576, 1.21489e+08, 19.8181, N/A, 12.0477, 12.0478, 0.327428, 97.1711, 64, 512, 0.5625, 1, 1, 1, 27.1409, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
32, 16, 8, 1, 576, 24.9529, 28.7754, N/A, 7.48083, 7.48086, 0.203602, 76.3546, 64, 128, 0.5625, 1, 1, 1, 34.5349, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
32, 16, 8, 1, 576, 24.9529, 28.7754, N/A, 7.48083, 7.48086, 0.203602, 76.3546, 64, 128, 0.5625, 1, 1, 1, 34.5349, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
32, 16, 8, 1, 576, 24.9529, 28.7754, N/A, 7.48083, 7.48086, 0.203602, 76.3546, 64, 128, 0.5625, 1, 1, 1, 34.5349, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
32, 16, 8, 1, 576, 24.9529, 28.7754, N/A, 7.48083, 7.48086, 0.203602, 76.3546, 64, 128, 0.5625, 1, 1, 1, 34.5349, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
32, 16, 8, 1, 576, 24.9529, 28.7754, N/A, 7.48083, 7.48086, 0.203602, 76.3546, 64, 128, 0.5625, 1, 1, 1, 34.5349, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
32, 16, 8, 1, 576, 24.9529, 28.7754, N/A, 7.48083, 7.48086, 0.203602, 76.3546, 64, 128, 0.5625, 1, 1, 1, 34.5349, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
32, 16, 8, 1, 576, 24.9529, 28.7754, N/A, 7.48083, 7.48086, 0.203602, 76.3546, 64, 128, 0.5625, 1, 1, 1, 34.5349, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
32, 16, 8, 1, 576, 24.9529, 28.7754, N/A, 7.48083, 7.48086, 0.203602, 76.3546, 64, 128, 0.5625, 1, 1, 1, 34.5349, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
