Tech node (nm), Capacity (bytes), Number of banks, Associativity, Output width (bits), Access time (ns), Random cycle time (ns), Dynamic search energy (nJ), Dynamic read energy (nJ), Dynamic write energy (nJ), Standby leakage per bank(mW), Area (mm2), Ndwl, Ndbl, Nspd, Ndcm, Ndsam_level_1, Ndsam_level_2, Data arrary area efficiency %, Ntwl, Ntbl, Ntspd, Ntcm, Ntsam_level_1, Ntsam_level_2, Tag arrary area efficiency %, 
32, 2, 2, 1, 576, 4.52383e+08, 12.3302, N/A, 3.68296, 3.68298, 0.107146, 17.9996, 128, 512, 0.5625, 1, 1, 1, 9.15574, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
32, 2, 2, 1, 576, 13.7905, 17.6163, N/A, 1.03646, 1.03648, 0.0331149, 5.40895, 128, 32, 0.5625, 1, 1, 1, 30.4135, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
32, 2, 2, 1, 576, 13.7905, 17.6163, N/A, 1.03646, 1.03648, 0.0331149, 5.40895, 128, 32, 0.5625, 1, 1, 1, 30.4135, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
32, 2, 2, 1, 576, 13.7905, 17.6163, N/A, 1.03646, 1.03648, 0.0331149, 5.40895, 128, 32, 0.5625, 1, 1, 1, 30.4135, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
32, 2, 2, 1, 576, 13.7905, 17.6163, N/A, 1.03646, 1.03648, 0.0331149, 5.40895, 128, 32, 0.5625, 1, 1, 1, 30.4135, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
32, 2, 2, 1, 576, 13.7905, 17.6163, N/A, 1.03646, 1.03648, 0.0331149, 5.40895, 128, 32, 0.5625, 1, 1, 1, 30.4135, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
32, 2, 2, 1, 576, 13.7905, 17.6163, N/A, 1.03646, 1.03648, 0.0331149, 5.40895, 128, 32, 0.5625, 1, 1, 1, 30.4135, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
32, 2, 2, 1, 576, 13.7905, 17.6163, N/A, 1.03646, 1.03648, 0.0331149, 5.40895, 128, 32, 0.5625, 1, 1, 1, 30.4135, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
32, 2, 2, 1, 576, 13.7905, 17.6163, N/A, 1.03646, 1.03648, 0.0331149, 5.40895, 128, 32, 0.5625, 1, 1, 1, 30.4135, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
