Tech node (nm), Capacity (bytes), Number of banks, Associativity, Output width (bits), Access time (ns), Random cycle time (ns), Dynamic search energy (nJ), Dynamic read energy (nJ), Dynamic write energy (nJ), Standby leakage per bank(mW), Area (mm2), Ndwl, Ndbl, Nspd, Ndcm, Ndsam_level_1, Ndsam_level_2, Data arrary area efficiency %, Ntwl, Ntbl, Ntspd, Ntcm, Ntsam_level_1, Ntsam_level_2, Tag arrary area efficiency %, 
32, 4, 4, 1, 576, 3.72498e+08, 13.5943, N/A, 4.41754, 4.41757, 0.0895338, 30.2613, 64, 512, 0.5625, 1, 1, 1, 10.8902, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
32, 4, 4, 1, 576, 14.0354, 17.7557, N/A, 1.20482, 1.20484, 0.0358107, 10.317, 128, 32, 0.5625, 1, 1, 1, 31.886, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
32, 4, 4, 1, 576, 14.0354, 17.7557, N/A, 1.20482, 1.20484, 0.0358107, 10.317, 128, 32, 0.5625, 1, 1, 1, 31.886, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
32, 4, 4, 1, 576, 14.0354, 17.7557, N/A, 1.20482, 1.20484, 0.0358107, 10.317, 128, 32, 0.5625, 1, 1, 1, 31.886, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
32, 4, 4, 1, 576, 14.0354, 17.7557, N/A, 1.20482, 1.20484, 0.0358107, 10.317, 128, 32, 0.5625, 1, 1, 1, 31.886, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
32, 4, 4, 1, 576, 14.0354, 17.7557, N/A, 1.20482, 1.20484, 0.0358107, 10.317, 128, 32, 0.5625, 1, 1, 1, 31.886, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
32, 4, 4, 1, 576, 14.0354, 17.7557, N/A, 1.20482, 1.20484, 0.0358107, 10.317, 128, 32, 0.5625, 1, 1, 1, 31.886, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
32, 4, 4, 1, 576, 14.0354, 17.7557, N/A, 1.20482, 1.20484, 0.0358107, 10.317, 128, 32, 0.5625, 1, 1, 1, 31.886, N/A, N/A, N/A, N/A, N/A, N/A, N/A, 
